rundate,this_period,last_period,airport_cluster,rpt_apt_grp_cd,rpt_apt_grp_name,rpt_apt_name,total_pax_fw_tp,total_pax_fw_lp,total_pax_fw_pc,total_pax_rw_tp,total_pax_rw_lp,total_pax_rw_pc,total_atms_fw_tp,total_atms_fw_lp,total_atms_fw_pc,total_atms_rw_tp,total_atms_rw_lp,total_atms_rw_pc
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,CITY OF DERRY (EGLINTON),398209,405697,-1.845712423,0,0,,3114,3839,-18.88512611,0,0,-18.88512611
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,COVENTRY,0,0,,0,0,,738,196,276.5306091,0,0,276.5306091
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,DONCASTER SHEFFIELD,693661,822877,-15.70295429,0,0,,4379,5765,-24.04162979,0,0,-24.04162979
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,DUNDEE,54655,61674,-11.38080883,0,0,,2706,2843,-4.818853378,0,0,-4.818853378
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,DURHAM TEES VALLEY,166251,192410,-13.59544754,0,0,,4202,5119,-17.91365433,0,0,-17.91365433
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,EAST MIDLANDS INTERNATIONAL,4076178,4215192,-3.297928095,0,0,,54643,54413,0.422693104,0,0,0.422693104
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,EDINBURGH,9195061,9385245,-2.026414871,0,0,,102884,105118,-2.125230789,0,0,-2.125230789
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,EXETER,701740,717693,-2.222816706,3,1,200,12078,11942,1.138837695,2,1,1.138837695
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,GLASGOW,7157859,6880217,4.035367012,0,0,,72287,69932,3.367557049,0,0,3.367557049
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,GLOUCESTERSHIRE,15292,14748,3.688635826,0,0,,1402,1306,7.350688934,0,0,7.350688934
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,HUMBERSIDE,181907,222512,-18.24845314,52235,52097,0.264890492,4344,4653,-6.64087677,8174,8190,-6.64087677
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,INVERNESS,603863,581956,3.764374018,235,0,,10362,10171,1.877888083,15,0,1.877888083
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,ISLAY,21609,25956,-16.74757195,0,0,,1353,1564,-13.49104881,0,0,-13.49104881
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,KIRKWALL,140464,145737,-3.61816144,219,160,36.875,9676,10604,-8.751414299,52,26,-8.751414299
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,LEEDS BRADFORD,2990517,2976881,0.458063334,0,0,,30223,33069,-8.606247902,0,0,-8.606247902
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,LERWICK (TINGWALL),4930,5120,-3.7109375,111,61,81.96721649,1496,1513,-1.123595476,49,26,-1.123595476
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),4463257,5251161,-15.00437737,0,0,,35853,45634,-21.4335804,0,0,-21.4335804
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,LYDD,445,496,-10.28225803,0,0,,97,102,-4.90196085,0,0,-4.90196085
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,MANCHESTER,19736502,18892756,4.465976238,0,0,,160473,158025,1.549121976,0,0,1.549121976
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,MANSTON (KENT INT),8595,48450,-82.26006317,0,0,,687,1472,-53.32880402,0,0,-53.32880402
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,NEWCASTLE,4366196,4346270,0.458462089,0,0,,43660,44646,-2.208484411,0,0,-2.208484411
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,NEWQUAY,166609,216249,-22.955019,0,0,,4747,6906,-31.26267052,0,0,-31.26267052
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,NORWICH,348426,356757,-2.335202932,48250,57139,-15.55679989,8556,7795,9.76266861,7359,8566,9.76266861
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,OXFORD (KIDLINGTON),7223,1491,384.4399719,0,0,,715,68,951.4705811,0,0,951.4705811
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,PRESTWICK,1067933,1297119,-17.66884995,0,0,,8152,9980,-18.31663322,0,0,-18.31663322
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,SCATSTA,164809,153148,7.614203453,139671,135116,3.371177435,5018,4701,6.743246078,8608,8331,6.743246078
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,SOUTHAMPTON,1694120,1762076,-3.85658741,0,0,,38639,40894,-5.514256477,0,0,-5.514256477
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,STORNOWAY,119411,125579,-4.911649227,0,3,,6446,6468,-0.340136051,0,15,-0.340136051
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,SUMBURGH,144836,139689,3.684613705,5731,4042,41.78624344,6459,6265,3.096568346,613,437,3.096568346
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,TIREE,7545,8478,-11.00495434,0,0,,885,939,-5.750798702,0,0,-5.750798702
14/03/2013 13:11,2012,2011,1,3,Other UK Airports,WICK JOHN O GROATS,23458,24127,-2.772827148,1518,579,162.1761627,1934,1956,-1.124744415,218,137,-1.124744415
14/03/2013 13:11,2012,2011,2,4,Non UK Reporting Airports,ALDERNEY,64165,69546,-7.737324715,0,0,,6652,7420,-10.35040474,0,0,-10.35040474
14/03/2013 13:11,2012,2011,2,4,Non UK Reporting Airports,GUERNSEY,890746,933721,-4.602552414,0,0,,33957,37631,-9.763227463,0,0,-9.763227463
14/03/2013 13:11,2012,2011,2,4,Non UK Reporting Airports,ISLE OF MAN,697123,701847,-0.67308116,0,0,,22995,23624,-2.662546635,0,0,-2.662546635
14/03/2013 13:11,2012,2011,2,4,Non UK Reporting Airports,JERSEY,1468333,1491332,-1.542178392,0,0,,36931,37920,-2.608122349,0,0,-2.608122349
