rundate,this_period,last_period,airport_cluster,rpt_apt_grp_cd,rpt_apt_grp_name,rpt_apt_name,total_pax_fw_tp,total_pax_fw_lp,total_pax_fw_pc,total_pax_rw_tp,total_pax_rw_lp,total_pax_rw_pc,total_atms_fw_tp,total_atms_fw_lp,total_atms_fw_pc,total_atms_rw_tp,total_atms_rw_lp,total_atms_rw_pc
08/03/2010 14:55,2009,2008,1,1,London Area Airports,GATWICK,32392520,34205887,-5.30133009,0,0,,245377,256352,-4.28122282,0,0,-4.28122282
08/03/2010 14:55,2009,2008,1,1,London Area Airports,HEATHROW,66036957,67054745,-1.517846346,0,0,,460178,473207,-2.753340483,0,0,-2.753340483
08/03/2010 14:55,2009,2008,1,1,London Area Airports,LONDON CITY,2796890,3260236,-14.21203899,0,0,,66907,84074,-20.4189167,0,0,-20.4189167
08/03/2010 14:55,2009,2008,1,1,London Area Airports,LUTON,9120546,10180734,-10.41366959,0,0,,75094,85661,-12.33583546,0,0,-12.33583546
08/03/2010 14:55,2009,2008,1,1,London Area Airports,SOUTHEND,3948,44075,-91.0425415,0,0,,75,869,-91.3693924,0,0,-91.3693924
08/03/2010 14:55,2009,2008,1,1,London Area Airports,STANSTED,19957077,22360364,-10.74797821,0,0,,155985,177285,-12.01455307,0,0,-12.01455307
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,ABERDEEN,2509589,2771841,-9.461293221,474856,519079,-8.519512177,59474,60769,-2.131020784,34912,39400,-2.131020784
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BARRA,10186,10705,-4.848201752,0,0,,1196,1249,-4.243394852,0,0,-4.243394852
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BELFAST CITY (GEORGE BEST),2621763,2570742,1.984679937,0,0,,37604,40205,-6.469344616,0,0,-6.469344616
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BELFAST INTERNATIONAL,4546475,5262354,-13.60377884,0,0,,44060,53631,-17.84602165,0,0,-17.84602165
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BENBECULA,33025,33910,-2.609849691,0,0,,2791,2754,1.343500376,0,1,1.343500376
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BIRMINGHAM,9102899,9627589,-5.449858665,0,0,,93936,102856,-8.672318459,0,0,-8.672318459
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BLACKPOOL,259850,424208,-38.74467087,17016,14992,13.50053406,5165,5669,-8.890457153,5723,4961,-8.890457153
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BOURNEMOUTH,870754,1083446,-19.63106537,0,0,,9269,11792,-21.39586067,0,0,-21.39586067
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,BRISTOL,5642921,6267114,-9.959815979,0,0,,53796,60068,-10.44149971,0,0,-10.44149971
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,CAMBRIDGE,1307,1854,-29.50377655,0,0,,38,41,-7.317073345,0,0,-7.317073345
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,CAMPBELTOWN,9536,9143,4.298370361,0,0,,961,978,-1.738241315,0,0,-1.738241315
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,CARDIFF WALES,1631236,1994892,-18.22935867,0,0,,20455,23481,-12.88701534,0,0,-12.88701534
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,CITY OF DERRY (EGLINTON),345857,439033,-21.22300529,0,0,,4185,5823,-28.12982941,0,0,-28.12982941
08/03/2010 14:55,2009,2008,1,3,Other UK Airports,COVENTRY,167,331022,-99.94954681,0,0,,1117,4415,-74.69989014,0,0,-74.69989014
