rundate,this_period,last_period,airport_cluster,rpt_apt_grp_cd,rpt_apt_grp_name,rpt_apt_name,total_pax_fw_tp,total_pax_fw_lp,total_pax_fw_pc,total_pax_rw_tp,total_pax_rw_lp,total_pax_rw_pc,total_atms_fw_tp,total_atms_fw_lp,total_atms_fw_pc,total_atms_rw_tp,total_atms_rw_lp,total_atms_rw_pc
15/04/2011 10:22,2010,2009,1,1,London Area Airports,GATWICK,31375290,32392520,-3.140323639,0,0,,233553,245377,-4.818707466,0,0,-4.818707466
15/04/2011 10:22,2010,2009,1,1,London Area Airports,HEATHROW,65881660,66036957,-0.235166803,0,0,,449271,460178,-2.370169878,0,0,-2.370169878
15/04/2011 10:22,2010,2009,1,1,London Area Airports,LONDON CITY,2780582,2796890,-0.583076179,0,0,,59919,66907,-10.44434834,0,0,-10.44434834
15/04/2011 10:22,2010,2009,1,1,London Area Airports,LUTON,8738712,9120546,-4.186525822,0,0,,68571,75094,-8.68644619,0,0,-8.68644619
15/04/2011 10:22,2010,2009,1,1,London Area Airports,SOUTHEND,3583,3948,-9.245187759,0,0,,64,75,-14.66666698,0,0,-14.66666698
15/04/2011 10:22,2010,2009,1,1,London Area Airports,STANSTED,18573592,19957077,-6.932302952,0,0,,142993,155985,-8.329006195,0,0,-8.329006195
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,ABERDEEN,2304925,2509589,-8.15527916,458783,474856,-3.384815693,54532,59474,-8.309513092,33418,34912,-8.309513092
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BARRA,10192,10186,0.05890438,0,0,,1177,1196,-1.588628769,0,0,-1.588628769
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BELFAST CITY (GEORGE BEST),2740341,2621763,4.522834301,0,0,,38702,37604,2.919902086,0,0,2.919902086
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BELFAST INTERNATIONAL,4016170,4546475,-11.66409111,0,0,,39230,44060,-10.96232414,0,0,-10.96232414
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BENBECULA,30406,33025,-7.930356026,0,0,,2555,2791,-8.455750465,0,0,-8.455750465
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BIRMINGHAM,8572398,9102899,-5.827824593,0,0,,84790,93936,-9.736415863,0,0,-9.736415863
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BLACKPOOL,220430,259850,-15.17029095,14910,17016,-12.37658691,4412,5165,-14.57889652,5177,5723,-14.57889652
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BOURNEMOUTH,751331,870754,-13.71489525,0,0,,7468,9269,-19.43035889,0,0,-19.43035889
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,BRISTOL,5747604,5642921,1.855120778,0,0,,53788,53796,-0.014870994,0,0,-0.014870994
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,CAMBRIDGE,916,1307,-29.91583824,0,0,,32,38,-15.78947353,0,0,-15.78947353
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,CAMPBELTOWN,8682,9536,-8.955536842,0,0,,910,961,-5.306972027,0,0,-5.306972027
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,CARDIFF WALES,1404613,1631236,-13.89271736,0,0,,17189,20455,-15.96675587,0,0,-15.96675587
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,CITY OF DERRY (EGLINTON),339432,345857,-1.857704163,0,0,,3848,4185,-8.052568436,0,0,-8.052568436
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,COVENTRY,0,167,,0,0,,0,1117,,0,0,
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,DONCASTER SHEFFIELD,876153,835768,4.832082748,0,0,,6926,6145,12.70952034,0,0,12.70952034
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,DUNDEE,70398,72495,-2.892613173,0,0,,3646,3936,-7.367886066,0,0,-7.367886066
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,DURHAM TEES VALLEY,226209,289464,-21.85245895,0,0,,5597,5714,-2.047602415,0,0,-2.047602415
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,EAST MIDLANDS INTERNATIONAL,4113501,4658151,-11.69240761,0,0,,52108,57410,-9.23532486,0,0,-9.23532486
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,EDINBURGH,8596715,9049355,-5.001903534,0,0,,100584,106477,-5.534528732,0,0,-5.534528732
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,EXETER,744991,795721,-6.375349998,0,0,,12330,13226,-6.774535179,0,0,-6.774535179
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,GLASGOW,6548865,7225021,-9.358532906,0,0,,68871,74051,-6.995179176,0,0,-6.995179176
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,GLOUCESTERSHIRE,16533,20531,-19.47299194,0,0,,1518,1750,-13.25714302,0,1,-13.25714302
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,HUMBERSIDE,228531,280724,-18.59228325,54660,55925,-2.261957884,4813,5126,-6.106125832,8597,9069,-6.106125832
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,INVERNESS,530174,591276,-10.33392143,39,121,-67.76859283,9604,11688,-17.8302536,4,8,-17.8302536
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,ISLAY,25009,26325,-4.99905014,0,0,,1410,1279,10.24237728,0,0,10.24237728
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,KIRKWALL,141374,150335,-5.960687637,25,8,212.5,10383,10789,-3.763092041,10,12,-3.763092041
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,LEEDS BRADFORD,2755110,2574426,7.018418789,0,0,,33428,32531,2.757369995,0,0,2.757369995
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,LERWICK (TINGWALL),4594,4663,-1.479734063,15,46,-67.39130402,1398,1591,-12.1307354,10,38,-12.1307354
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),5013940,4884494,2.650141478,0,0,,43124,42143,2.32778883,0,0,2.32778883
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,LYDD,485,588,-17.51700592,0,0,,119,137,-13.13868618,0,0,-13.13868618
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,MANCHESTER,17759173,18724889,-5.157392502,0,0,,148876,162126,-8.172656059,0,0,-8.172656059
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,MANSTON (KENT INT),25813,5574,363.0965271,0,0,,1151,583,97.42710114,0,0,97.42710114
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,NEWCASTLE,4356130,4587883,-5.051414967,0,0,,46970,49798,-5.678943157,0,0,-5.678943157
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,NEWQUAY,320194,386870,-17.23472977,0,0,,11454,12658,-9.511771202,0,0,-9.511771202
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,NORWICH,374890,354985,5.607279301,50931,75609,-32.63897324,8225,8627,-4.659789085,7701,11370,-4.659789085
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,OXFORD (KIDLINGTON),2186,1297,68.54279327,0,0,,91,80,13.75,0,0,13.75
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,PRESTWICK,1662744,1817727,-8.526197433,0,0,,13100,15464,-15.28711891,0,0,-15.28711891
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,SCATSTA,147722,143049,3.266712904,131760,127052,3.705569267,4535,4632,-2.094127893,8165,8024,-2.094127893
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,SOUTHAMPTON,1733690,1789901,-3.1404531,0,0,,40333,40520,-0.461500496,0,0,-0.461500496
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,STORNOWAY,113661,123180,-7.727715492,19,19,0,6371,7126,-10.59500408,48,35,-10.59500408
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,SUMBURGH,135959,137158,-0.874174297,4170,3556,17.26659203,6112,6173,-0.988174319,476,478,-0.988174319
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,TIREE,7942,8350,-4.886227608,1,0,,859,957,-10.24033451,1,0,-10.24033451
15/04/2011 10:22,2010,2009,1,3,Other UK Airports,WICK,22321,21486,3.88625145,389,917,-57.57906342,1789,1959,-8.6778965,159,247,-8.6778965
15/04/2011 10:22,2010,2009,2,4,Non UK Reporting Airports,ALDERNEY,70012,74835,-6.4448452,0,0,,7916,8074,-1.956898689,0,0,-1.956898689
15/04/2011 10:22,2010,2009,2,4,Non UK Reporting Airports,GUERNSEY,923683,937391,-1.462356687,0,0,,37263,38325,-2.771037102,0,0,-2.771037102
15/04/2011 10:22,2010,2009,2,4,Non UK Reporting Airports,ISLE OF MAN,675871,708127,-4.555115223,0,0,,24085,26444,-8.92073822,0,0,-8.92073822
15/04/2011 10:22,2010,2009,2,4,Non UK Reporting Airports,JERSEY,1463221,1491424,-1.891011596,0,0,,37919,37650,0.714475453,0,0,0.714475453
