rundate,this_period,last_period,airport_cluster,rpt_apt_grp_cd,rpt_apt_grp_name,rpt_apt_name,total_pax_fw_tp,total_pax_fw_lp,total_pax_fw_pc,total_pax_rw_tp,total_pax_rw_lp,total_pax_rw_pc,total_atms_fw_tp,total_atms_fw_lp,total_atms_fw_pc,total_atms_rw_tp,total_atms_rw_lp,total_atms_rw_pc
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,GLOUCESTERSHIRE,14748,16533,-10.7965889,0,0,,1306,1518,-13.96574402,0,0,-13.96574402
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,HUMBERSIDE,222512,228531,-2.633778334,52097,54660,-4.688986301,4653,4813,-3.324329853,8190,8597,-3.324329853
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,INVERNESS,581956,530174,9.766982079,0,39,,10171,9604,5.903789997,0,4,5.903789997
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,ISLAY,25956,25009,3.786636829,0,0,,1564,1410,10.92198563,0,0,10.92198563
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,KIRKWALL,145737,141374,3.086140394,160,25,540,10604,10383,2.128479242,26,10,2.128479242
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,LEEDS BRADFORD,2976881,2755110,8.049442291,0,0,,33069,33428,-1.073949933,0,0,-1.073949933
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,LERWICK (TINGWALL),5120,4594,11.44971657,61,15,306.6666565,1513,1398,8.226037025,26,10,8.226037025
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),5251161,5013940,4.731229305,0,0,,45634,43124,5.820425034,0,0,5.820425034
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,LYDD,496,485,2.268041134,0,0,,102,119,-14.28571415,0,0,-14.28571415
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,MANCHESTER,18892756,17759173,6.383084297,0,0,,158025,148876,6.145382881,0,0,6.145382881
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,MANSTON (KENT INT),48450,25813,87.69612122,0,0,,1472,1151,27.88879204,0,0,27.88879204
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,NEWCASTLE,4346270,4356130,-0.2263477,0,0,,44646,46970,-4.94783926,0,0,-4.94783926
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,NEWQUAY,216249,320194,-32.46313095,0,0,,6906,11454,-39.70665359,0,0,-39.70665359
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,NORWICH,356757,374890,-4.836885452,57139,50931,12.18904018,7795,8225,-5.227963448,8566,7701,-5.227963448
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,OXFORD (KIDLINGTON),1491,2186,-31.79323006,0,0,,68,91,-25.27472496,0,0,-25.27472496
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,PRESTWICK,1297119,1662744,-21.989254,0,0,,9980,13100,-23.81679344,0,0,-23.81679344
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,SCATSTA,153148,147722,3.67311573,135116,131760,2.547055244,4701,4535,3.660418987,8331,8165,3.660418987
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,SOUTHAMPTON,1762076,1733690,1.637316942,0,0,,40894,40333,1.390920639,0,0,1.390920639
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,STORNOWAY,125579,113661,10.48556709,3,19,-84.21052551,6468,6371,1.52252388,15,48,1.52252388
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,SUMBURGH,139689,135959,2.743474245,4042,4170,-3.069544315,6265,6112,2.503272295,437,476,2.503272295
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,TIREE,8478,7942,6.748929977,0,1,,939,859,9.313155174,0,1,9.313155174
28/02/2012 16:00,2011,2010,1,3,Other UK Airports,WICK,24127,22321,8.091034889,579,389,48.84318924,1956,1789,9.334823608,137,159,9.334823608
28/02/2012 16:00,2011,2010,2,4,Non UK Reporting Airports,ALDERNEY,69546,70012,-0.665600181,0,0,,7420,7916,-6.265790939,0,0,-6.265790939
28/02/2012 16:00,2011,2010,2,4,Non UK Reporting Airports,GUERNSEY,933721,923683,1.086736441,0,0,,37631,37263,0.987574816,0,0,0.987574816
28/02/2012 16:00,2011,2010,2,4,Non UK Reporting Airports,ISLE OF MAN,701847,675871,3.843337059,0,0,,23624,24085,-1.914054394,0,0,-1.914054394
28/02/2012 16:00,2011,2010,2,4,Non UK Reporting Airports,JERSEY,1491332,1463221,1.9211725,0,0,,37920,37919,0.0026372,0,0,0.0026372
